idCandidato,MAT,CN,CH,LING
0,2.71986325970998,2.7046249658806394,3.036157136020547,1.5574048348413352
1,0.10085003442950882,-0.47173353230401543,-0.4090053600191305,0.1792176247512778
2,-0.21512061885564704,0.3216103714215789,0.6066711763144785,0.41486280575595746
3,3.08146806224393,1.696040123966313,2.3838633406079737,2.5992601526054404
4,-0.08458538205297343,0.6983404585427802,1.1368614612144659,0.5227171833994622
5,1.2246494995071064,-0.23374510664972672,-0.041619557615862286,-0.5215369309975835
6,0.15911631205915866,-0.1055648976701793,-0.17076434477325803,0.22169100479458323
7,-10.57668262155534,-0.9802716649403503,-1.5812355936484948,-0.38526353249798145
8,-13.201092865387006,-0.4858227094974286,-1.3063623714315995,-1.6059752102007934
9,-0.5913596630898263,0.13900756718565052,0.399835186195054,-0.3636863981959553
10,-10.875812144613565,-0.1586511762959546,0.2522408762650331,0.1297124406950799
11,0.3789066292987078,0.2669178574134636,-0.02697271458056596,0.7774248509432752
12,1.4279770591882195,1.7266424191453453,1.814790656381867,1.7260425183072725
13,-0.24182108522809181,0.99116675752585,1.3436646804657035,-0.6981322427652353
14,0.008993786599234319,-0.19037911200062396,0.6129526032673015,0.6118581789986955
15,1.1645748813836398,1.1386215231533476,1.0329831267691527,1.000867375061924
16,0.6118414285310496,0.7893647173931077,1.1950025361650096,1.334154632927205
17,0.3032301581641041,0.6457208502092712,0.13842702926470907,0.32077915549514696
18,0.4997652266341256,-1.6731625677988093,0.37653645942810404,0.08559769048357048
19,1.1223384824714127,-0.44260254651417813,-0.3211133152258083,0.7514171999763151
20,0.21586150407664542,0.5028681956734953,-1.3748542969133322,-0.1030576533533956
21,2.1821691798152254,2.234642111724696,2.260364560694369,0.6459974423881838
22,0.5336085731016882,-0.3657948283133962,-1.288737980815906,0.08504019663900395
23,-0.29757707423068136,0.6023689182758959,0.6649723896637028,0.02048819713299508
24,-11.697943903609332,-0.9209763625331484,0.47861010074264326,-0.040589272118203776
25,-11.14561383139513,-1.4481205022089574,-1.235947866102752,-0.8217200940298789
26,-0.6948009210622815,0.518446443014154,0.5253517936122113,-0.6374817821099565
27,-1.1865774401361808,0.543757196131246,-0.23307387648945566,-0.8558418225367668
28,0.6916769213494353,1.2379273301400429,1.374926652323985,0.5493436246790113
29,1.0735482681878399,0.978419801576723,1.5720572989458508,1.3361197559275486
30,0.8674733139546827,0.24903730066148919,1.021357694245613,-0.000837737551193235
31,0.6795042742673307,0.7149598258557812,1.815244995916744,2.17368657344664
32,-0.8126625070827262,-0.5451148273453585,-1.8851165958040352,-1.2960152269876932
33,-0.4998742441058993,-0.6899246285570798,-0.10755885172724533,0.38416837110346724
34,0.4682680221235237,0.36705695127354077,0.0515952190693561,-1.1501523929629096
35,-0.029531231031097865,-0.19422660917211132,-0.20050082460681037,0.3556563713086377
36,-0.7164989121254393,-0.36803063302295613,0.819100841518598,1.149880907204818
37,-11.33304226228835,0.509886885472563,1.3292854348234318,0.5602530628009137
38,0.07496520417653668,-2.4843652506371794,-0.5195944580282381,-0.13624617051483917
39,-0.8467637896647866,-7.394343384985603,-0.32362566553525934,1.3149750769055404
40,1.7929001518680092,1.4619991420849032,1.4279229702243694,0.6397297432452532
41,1.1636417616566759,0.9433537323473892,0.46683916540824716,0.568356623895849
42,-0.9070411135763731,0.07093998585049684,-1.326576498286382,0.7328786871823132
43,-9.753137009640247,-2.15999505050893,-0.7476328244678593,-0.9143030780429489
44,-9.565361805774058,0.8878170106820429,0.2779656034102769,0.3790829652396082
45,-12.149369113926753,-1.5050071352061287,-2.9325755413456016,-1.036420022765419
46,-1.133517769622426,-0.5724993045696231,-0.4661577636259517,0.2054949514549269
47,0.7728350796280591,-0.5977473820385696,0.4735966039867258,0.670596732676159
48,-0.497152064204209,0.9553162268452077,0.26526888071205573,-0.364668412820349
49,0.001375009185288642,-1.8134251404355686,0.6703308730676341,0.24034393216054417
50,0.28129761493636496,-2.2571520867341466,-0.3328988129637525,-0.2438349707150157
51,-0.3855212067921159,0.7514932669094013,0.6589614373322368,0.2766237456182212
52,1.2002670006661476,1.5123221659502912,0.7234426610814476,0.7905409877203924
53,0.8469217904623109,1.1003666309580022,1.532633053789493,0.6919103973110895
54,-0.33010774919921887,-0.4451619834430496,0.19205181449508288,-0.8150361760893439
55,0.5052023698817432,0.21990297203107653,-0.2606025154270947,0.06787003778397394
56,-0.07287441248228066,-7.5232318032471,-0.6994087227005428,-2.2905143949366504
57,1.289306205511907,1.3271558442787956,1.5259511040932092,1.4891426061442377
58,0.3340080900505947,1.210820827011736,1.2382257913510708,0.18162412709338896
59,0.9241239733056197,0.46411574917665827,0.7049173366861542,-0.4093341158626803
60,0.672999410843552,1.0138925639685177,0.6544050674309722,1.0322049427462374
61,-0.34230985879064996,0.4834553435318047,0.13628922229080578,-0.6306897424289094
62,2.3790459217797846,2.2134710306151546,2.099357433473918,2.0991233984452466
63,-0.053227318852350006,-0.2814953682135821,0.21173516684691993,0.4184229814348204
64,-0.7205853457775715,0.533769408955545,0.920874677900203,0.5966815977907216
65,-0.24071785181352762,0.2746298091162266,-0.2502521757824236,0.15190065804683497
66,-0.8943025559998057,-2.009370648324639,0.5100825705449409,-0.12608540247094463
67,0.6820512347446316,0.5219106614392711,0.515958514971092,0.5817564174011298
68,-10.391059941466457,-0.9890695210311307,-2.537675230478536,-0.8121272415389423
69,-0.043667862077919936,-1.4242425562095598,-0.4650266509503199,0.25872981262372396
70,0.009642651640796977,-0.2519720989483012,0.6597925114124282,0.587184555547025
71,0.044937702828347484,1.3529175996243727,-0.09741301626215082,0.5574828540524897
72,0.5394438886953895,0.15642856426298107,-0.06867953236168357,1.0336549882176667
73,0.1348396124066039,-0.36988918592792397,-1.1355322417102427,-0.01595900317426882
74,1.2901923285876806,1.4309907517145142,1.6295299026119074,0.2616714346627776
75,-1.1911346787800854,-1.243888602247908,-2.550916480619286,-0.7679424175605711
76,-1.2026501297901784,-0.6546855879284776,-1.2869555128088837,-1.087989129572889
77,0.49269683844617657,0.3751497254141622,0.2676944974860931,-0.21347082779669133
78,0.8965285222135551,1.634332810064739,1.464072264437321,0.5677140806501201
79,-1.5923774152442676,-0.6103096045787502,-0.48595755110293726,-0.5100084845909696
80,-0.26569544198777323,0.9810390250257635,-0.30690213004706607,0.3365813088655356
81,0.7943852135796569,-0.15671425515854115,0.7579309339611493,-0.6068000517898131
82,0.9117999178832653,-0.3638863685151369,1.3617634738165578,1.6735315072930232
83,-0.04389062044110653,-0.5651664571468972,-1.256923155601683,-1.3635852958800958
84,0.3181131177153667,0.4490075783139642,-0.8970458176687177,0.7388969243128273
85,-0.08954237791264022,-0.04567957297872271,-0.11267944781445685,0.115783153656562
86,0.4610000772947627,0.857797615354993,1.4754540104553981,1.3791066133737255
87,1.2307256532211082,0.896371790212638,0.6649564048360976,0.7644136251190055
88,-1.3945437944855035,-0.6676007870225235,-0.7008124439984142,-2.0041094197439424
89,1.119824185914518,0.6682402101682012,-0.09761426673371625,0.19577414892331504
90,1.5777785369935498,0.9705583849378003,0.8799015290547013,0.45557758443015334
91,1.7614159114408987,2.023440011417193,1.613250873643163,2.2310770526712487
92,-0.220559519100679,-1.5205746657010506,-2.55545978139276,-0.7707098107109042
93,0.6136157383713101,1.4486079759035493,0.4492154855280984,0.27391392648570123
94,1.7470726601511264,1.626846183490159,2.342371695666421,1.942695759482507
95,1.737447532169552,1.7609422790774658,1.1140178527851456,1.392970265507215
96,1.286845561650322,0.6684617740670752,0.6813199953215793,0.8650551626294856
97,1.1768580063528065,0.9299460148323275,1.8590791901332446,-0.48451982844635233
98,0.6397722648743851,0.3632446236699752,0.8310483600678398,0.5390036576783362
99,-9.97371999741143,-1.4897534883185128,-2.9116500296654118,-0.4027195251644599
100,0.7655483960959472,0.20627457430263135,0.813084023487204,1.4846730740818022
101,1.6435434201690229,2.4382716091872556,1.8426384801215103,1.5497694335488534
102,0.9945234566144614,0.9989234879430878,1.7655834178944294,1.910262100978295
103,-0.3263997827449052,-0.7349651498420023,0.11823767060795846,-1.3396627605293945
104,-0.34033888624876807,0.20327252636260956,-0.310469370972004,-0.47674621200879425
105,-0.2829125957703223,-0.7131843686007838,-0.6158321498849224,-1.6438247397991277
106,0.7152274484098387,0.7008976843963495,-0.3217138174579928,0.6932110529594876
107,-2.041709114414219,0.24702212653830516,-0.6007966231352497,0.42672262336718586
108,0.5963120908543864,-1.3451364465511393,0.824431778083433,-0.07051500555992407
109,1.2943754526565379,1.1211475467462353,1.7213920091168493,2.160516815680563
110,-11.246402658524318,-0.675923740003387,-0.9715262719938519,-0.006234165947908356
111,0.44071060377929033,0.2897751521894697,1.2043680666352798,-2.0857923944466648
112,1.0518813561588567,1.6508550608085664,1.4840772265240598,1.4999546843746332
113,0.1475104381317271,-1.6346347132730064,-1.0178766465515379,-0.5199242872816929
114,1.0470176766422938,0.9851098301819559,0.8901784107794133,0.7890394754744917
115,1.4924859542530604,0.3244429957422752,0.5967226445755539,-0.3304452655285347
116,-11.98678005286609,-1.348453050890427,-0.657350324610435,-1.4108444234571031
117,1.4549541031537871,1.6840423419496833,1.0166540232365395,0.6043539888581342
118,-11.10332156102436,-8.477616174548913,-1.2457934132718071,-1.1662651193130489
119,0.7516574429314768,0.8332928771420285,0.4394883818017331,1.1263856633113127
120,-0.024823626689030598,0.45792928042069825,-0.049905755576409326,0.05983248497639457
121,-0.5567814610382651,-7.324938734592504,-3.2478047818632927,-1.3232450771301068
